Código Postal,Asentamiento,Tipo de Asentamiento,Municipio,Estado,Ciudad,Clave de Oficina
31125,Los Huertos,Colonia,Chihuahua,Chihuahua,Chihuahua,31132
31125,Cafetales,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31132
31125,Los Arroyos,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31132
31125,Rincón de los Huertos,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31132
31125,Quinta Sebastián,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31132
31125,Rinconada de Cervantes,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31132
31125,Nuevo Campus Universitario,Equipamiento,Chihuahua,Chihuahua,Chihuahua,31132
31125,Santa Teresa,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31132
31125,Las Delicias,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31132
31125,Jardines de la Mancha,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31132
31125,Bosques de San Pedro,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31132
31125,Valle de San Pedro,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31132
31126,Santa Elena,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31102
31126,Molino de Viento,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31102
31126,Tierra y Libertad,Colonia,Chihuahua,Chihuahua,Chihuahua,31102
31126,24 de Junio,Colonia,Chihuahua,Chihuahua,Chihuahua,31102
31126,Anexo Santa Rosa,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31102
31126,San José,Colonia,Chihuahua,Chihuahua,Chihuahua,31102
31126,Lomas San José,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31102
31126,Torres del Rey,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31102
31126,Adriana,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31102
31126,Anexo Barbarita,Colonia,Chihuahua,Chihuahua,Chihuahua,31102
31126,Santa Bárbara,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31102
31126,Santa Mónica,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31102
31126,22 de Septiembre,Colonia,Chihuahua,Chihuahua,Chihuahua,31102
31126,Casa Blanca,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31102
31126,Majalca,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31102
31127,Los Viñedos,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31132
31130,Jardines del Norte,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31102
31130,CTM (Ortiz),Colonia,Chihuahua,Chihuahua,Chihuahua,31102
31130,Gloria,Colonia,Chihuahua,Chihuahua,Chihuahua,31102
31130,Juan Escutia,Colonia,Chihuahua,Chihuahua,Chihuahua,31102
31130,Monaco,Colonia,Chihuahua,Chihuahua,Chihuahua,31102
31130,Niños Héroes,Colonia,Chihuahua,Chihuahua,Chihuahua,31102
31130,Rincones de San Andrés,Colonia,Chihuahua,Chihuahua,Chihuahua,31102
31134,Oasis Revolución,Colonia,Chihuahua,Chihuahua,Chihuahua,31102
31134,La Franja,Colonia,Chihuahua,Chihuahua,Chihuahua,31102
31134,San Patricio,Colonia,Chihuahua,Chihuahua,Chihuahua,31102
31134,Sector Independencia,Colonia,Chihuahua,Chihuahua,Chihuahua,31102
31134,2 de Junio,Colonia,Chihuahua,Chihuahua,Chihuahua,31102
31134,Francisco Villa,Colonia,Chihuahua,Chihuahua,Chihuahua,31102
31134,Grecia,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31102
31134,Ortiz,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31102
31135,CDP,Colonia,Chihuahua,Chihuahua,Chihuahua,31102
31135,Francisco Domínguez,Colonia,Chihuahua,Chihuahua,Chihuahua,31102
31135,Revolución,Colonia,Chihuahua,Chihuahua,Chihuahua,31102
31136,Chihuahua 2000 I Etapa,Colonia,Chihuahua,Chihuahua,Chihuahua,31132
31136,Chihuahua 2000 II Etapa,Colonia,Chihuahua,Chihuahua,Chihuahua,31132
31136,Las Alamedas,Colonia,Chihuahua,Chihuahua,Chihuahua,31132
31136,José María Ponce de León,Colonia,Chihuahua,Chihuahua,Chihuahua,31132
31136,Quintas Quijote,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31132
31136,Sergio de la Torre Hernández,Colonia,Chihuahua,Chihuahua,Chihuahua,31132
31136,Complejo Industrial Chihuahua,Zona industrial,Chihuahua,Chihuahua,Chihuahua,31132
31136,Chihuahua Siglo XXI,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31132
31136,Chihuahua 2094,Colonia,Chihuahua,Chihuahua,Chihuahua,31132
31137,20 Aniversario,Colonia,Chihuahua,Chihuahua,Chihuahua,31132
31137,Los Arcos,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31132
31137,Vida Digna,Colonia,Chihuahua,Chihuahua,Chihuahua,31132
31137,Constituyentes,Colonia,Chihuahua,Chihuahua,Chihuahua,31132
31137,Francisco Ruiz Massieu,Colonia,Chihuahua,Chihuahua,Chihuahua,31132
31137,Inti Peredo,Colonia,Chihuahua,Chihuahua,Chihuahua,31132
31137,José Vasconcelos,Colonia,Chihuahua,Chihuahua,Chihuahua,31132
31137,Juan Guereca,Colonia,Chihuahua,Chihuahua,Chihuahua,31132
31137,Ampliación Juan Guereca,Colonia,Chihuahua,Chihuahua,Chihuahua,31132
31137,Laderas,Colonia,Chihuahua,Chihuahua,Chihuahua,31132
31137,Magisterial Solidaridad,Colonia,Chihuahua,Chihuahua,Chihuahua,31132
31137,Miguel Sigala,Colonia,Chihuahua,Chihuahua,Chihuahua,31132
31137,Niños Héroes,Colonia,Chihuahua,Chihuahua,Chihuahua,31132
31137,Pedro Domínguez,Colonia,Chihuahua,Chihuahua,Chihuahua,31132
31137,Los Portales,Colonia,Chihuahua,Chihuahua,Chihuahua,31132
31137,Pozos del Valle,Colonia,Chihuahua,Chihuahua,Chihuahua,31132
31137,Rodolfo Fierro,Colonia,Chihuahua,Chihuahua,Chihuahua,31132
31137,María Elena Hernandez,Colonia,Chihuahua,Chihuahua,Chihuahua,31132
31137,Santa Cecilia,Colonia,Chihuahua,Chihuahua,Chihuahua,31132
31137,Tarahumara,Colonia,Chihuahua,Chihuahua,Chihuahua,31132
31137,Vicente Guereca,Colonia,Chihuahua,Chihuahua,Chihuahua,31132
31137,Luis Donaldo Colosio Murrieta,Colonia,Chihuahua,Chihuahua,Chihuahua,31132
31137,Luis Fuentes Mares,Colonia,Chihuahua,Chihuahua,Chihuahua,31132
31137,Atanacio Ortega,Colonia,Chihuahua,Chihuahua,Chihuahua,31132
31137,Antorcha Popular,Colonia,Chihuahua,Chihuahua,Chihuahua,31132
31137,El Porvenir,Colonia,Chihuahua,Chihuahua,Chihuahua,31132
31137,Villa del Real,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31132
31137,Progreso Nacional,Colonia,Chihuahua,Chihuahua,Chihuahua,31132
31137,Villa del Norte,Colonia,Chihuahua,Chihuahua,Chihuahua,31132
31137,Dumas,Colonia,Chihuahua,Chihuahua,Chihuahua,31132
31137,Sahuaros,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31132
31137,Real de Santa Eulalia,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31132
31137,Colonial de Minas,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31132
31137,Solidaridad Popular,Colonia,Chihuahua,Chihuahua,Chihuahua,31132
31137,Puerta Real,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31132
31140,Raymundo López,Colonia,Chihuahua,Chihuahua,Chihuahua,31132
31140,Nuevo Triunfo,Colonia,Chihuahua,Chihuahua,Chihuahua,31132
31140,Las Quintas,Colonia,Chihuahua,Chihuahua,Chihuahua,31132
31140,Santo Tomás,Colonia,Chihuahua,Chihuahua,Chihuahua,31132
31140,El Vergel,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31132
31140,Integración,Colonia,Chihuahua,Chihuahua,Chihuahua,31132
31140,Nuevo Horizonte,Colonia,Chihuahua,Chihuahua,Chihuahua,31132
31140,México,Colonia,Chihuahua,Chihuahua,Chihuahua,31132
31143,Las Torres,Colonia,Chihuahua,Chihuahua,Chihuahua,31132
31143,Roberto Orozco,Colonia,Chihuahua,Chihuahua,Chihuahua,31132
31144,Real de Minas,Colonia,Chihuahua,Chihuahua,Chihuahua,31132
31144,Del Olmo,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31132
31146,Quinta San Miguel,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31132
31146,La Ribereña,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31132
31146,Catania Residencial,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31132
31146,Avania,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31132
31146,Quintas Carolinas,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31132
31146,Atenas,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31132
31146,Jardines del Sacramento,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31132
31146,Los Potreros,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31132
31146,Quintas San Antonio,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31132
31146,Real de Potreros,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31132
31146,Olimpo,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31132
31146,El Mineral,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31132
31146,Los Potreros II,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31132
31146,La Conchita,Rancho,Chihuahua,Chihuahua,Chihuahua,31132
31150,Pedregal del Real,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31102
31150,Puerta Cibeles,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31102
31150,Benavente,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31102
31150,Nueva Vizcaya Residencial,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31102
31150,Nombre de Dios,Colonia,Chihuahua,Chihuahua,Chihuahua,31102
31150,Imperial,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31102
31150,Leonardo Bravo,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31102
31150,Los Nogales,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31102
31150,Sacramento,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31102
31150,Luz María,Colonia,Chihuahua,Chihuahua,Chihuahua,31102
31150,Real San Juan,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31102
31150,San Carlos,Colonia,Chihuahua,Chihuahua,Chihuahua,31102
31150,Morelos,Colonia,Chihuahua,Chihuahua,Chihuahua,31102
31150,I.T.E.S.M.,Equipamiento,Chihuahua,Chihuahua,Chihuahua,31102
31150,Country Álamos,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31102
31150,Rincón de los Cerezos,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31102
31150,Unidad Cerrada Carolina,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31102
31150,San Cristóbal,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31102
31153,Grutas de Nombre de Dios Chihuahua,Colonia,Chihuahua,Chihuahua,Chihuahua,31102
31160,Caminos del Valle,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31102
31160,Residencial Albaterra,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31102
31160,Valdivia II Residencial,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31102
31160,Valdivia Residencial,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31102
31160,Torralba Residencial,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31102
31160,Albaterra III,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31102
31160,Valle de Mercia,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31102
31160,Bosque Real,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31102
31160,Trento,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31102
31160,Rinconadas del Valle,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31102
31160,Encordadas del Valle,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31102
31160,Bosques del Valle,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31102
31170,Quinta San Carlo,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31132
31170,Molino de Agua,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31132
31170,Foxconn,Zona industrial,Chihuahua,Chihuahua,Chihuahua,31132
31170,Palma Real,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31132
31170,Las Aldabas,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31132
31180,Villas del Rey,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31132
31180,San Gabriel,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31132
31183,Nuevo Milenio,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31132
31183,Lomas de Monte Carlo,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31132
31183,Residencial Las Viñas,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31132
31183,Parque Industrial Supra,Zona industrial,Chihuahua,Chihuahua,Chihuahua,31132
31183,Campestre las Carolinas,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31132
31183,Jardines del Sol,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31132
31183,Real Carolinas,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31132
31183,Quintas Montecarlo,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31132
31183,Rincón de los Olivos,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31132
31183,Los Olivos,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31132
31183,Granjas del Valle,Colonia,Chihuahua,Chihuahua,Chihuahua,31132
31183,Villas del Rey V,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31132
31183,Parque Industrial Impulso,Zona industrial,Chihuahua,Chihuahua,Chihuahua,31132
31183,Quintas Montecarlo II,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31132
31183,Olivar de Castilla,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31132
31184,Vistas del Norte,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31132
31184,Riberas del Sacramento,Colonia,Chihuahua,Chihuahua,Chihuahua,31132
31184,Agrícola Francisco Villa,Colonia,Chihuahua,Chihuahua,Chihuahua,31132
31186,Ladrilleros Norte,Colonia,Chihuahua,Chihuahua,Chihuahua,31132
31200,La Cima,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31200,Ciudad Universitaria,Equipamiento,Chihuahua,Chihuahua,Chihuahua,31001
31200,Santo Niño,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31200,Altavista,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31200,Magisterial Universidad,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31200,Carlos Guizar,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31200,Unidad Tecnológico,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31200,De la Madre (10 de Mayo),Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31200,Rincones de La Cima,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31200,Residencial Nieves,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31200,Silvino Rodriguez,Unidad habitacional,Chihuahua,Chihuahua,Chihuahua,31001
31203,Rincón de San Felipe,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31203,San Felipe I,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31203,San Felipe II,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31203,San Felipe III,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31203,San Felipe IV,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31203,San Felipe V,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31203,Angel Trías,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31203,Leones Universidad,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31203,Adición Universidad,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31203,Vicente Guerrero,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31203,Parques de San Felipe,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31203,Ampliación Parques de San Felipe,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31203,San Felipe Viejo,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31203,Unidad Universidad,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31204,El Palomar,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31204,Emiliano Zapata,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31205,Rinconada Taurina,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31205,Mirador,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31205,Los Sicomoros,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31205,La Lomita,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31205,Las Palmas,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31205,Arquitos,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31205,Unidad Chihuahua,Unidad habitacional,Chihuahua,Chihuahua,Chihuahua,31001
31205,Vista Hermosa,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31205,Fuentes del Santuario,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31206,Lomas del Santuario,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31206,Jardines del Santuario,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31206,Vista del Sol,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31206,Abraham González FOVISSSTE,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31206,Avícola II,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31206,Condominios FOVISSSTE,Condominio,Chihuahua,Chihuahua,Chihuahua,31001
31206,Herradura la Salle,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31206,Pablo Gómez,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31207,Plaza del Sol,Zona comercial,Chihuahua,Chihuahua,Chihuahua,31001
31207,Andares,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31207,Rincón de las Flores,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31207,Península Residencial,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31207,Haciendas del Rejón,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31207,Cataluña,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31207,Mondello Residencial,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31207,Ankara,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31207,Reserva del Parque,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31207,Monte Caleres,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31207,Baleares,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31207,Castilla Reliz,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31207,Plaza Comercial,Zona comercial,Chihuahua,Chihuahua,Chihuahua,31001
31207,Saratoga,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31207,Avícola I,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31207,Lomas Altas I,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31207,Lomas Altas II,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31207,Lomas Altas III,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31207,Puerta de Hierro,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31207,Cerrada Vista Real,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31207,Las Fuentes,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31207,Fuentes del Sol,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31207,Diamante Reliz,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31207,Bosques del Rejón,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31207,Cerrada Castilla,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31207,Cerrada de Baena,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31207,Cerrada de Ríoja,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31207,Lomas Altas V,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31207,Cerrada de Navarra,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31207,Lomas Altas IV,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31207,Verandah Residencial,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31207,Cerrada Andalucia,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31208,Castello Residencial,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31210,Panamericana,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31210,Américas,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31210,Burócrata Estatal,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31210,Presidentes,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31210,Recursos Hidráulicos,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31210,Fidel Velázquez,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31210,Progreso,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31210,Ampliación Américas,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31210,Rincón de San Felipe,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31210,San Felipe VI,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31213,Campestre Residencial I,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31213,Campestre Residencial II,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31213,Campestre Residencial III,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31213,Campestre Residencial IV,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31213,Campanario,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31213,Club Campestre,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31213,Vistas Campestre,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31213,Campanario II,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31213,Campanario III,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31213,Campanario IV,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31213,Campanario III a,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31213,Campanario III b,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31213,Campanario III c,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31213,Uruguay,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31213,Monte Vesubio,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31214,Quintas del Sol,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31214,Argeo,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31214,La Cañada,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31214,Quintas del Sol II,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31214,Las Águilas,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31214,Lomas la Salle,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31214,Montana,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31214,Virreyes I,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31214,Virreyes II,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31214,Vermont,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31214,Denver,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31214,Quintas Campestre,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31214,Quintas del Sol III,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31215,Haciendas Santa Fe,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31215,Arcadas,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31215,Los Cedros,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31215,Haciendas I,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31215,Haciendas II,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31215,Haciendas III,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31215,Haciendas IV,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31215,La Escondida,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31216,Pedregal del Valle,Condominio,Chihuahua,Chihuahua,Chihuahua,31001
31216,La Haciendita,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31216,Predio la Cantera,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31216,Pedregal de San Ángel,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31216,Lomas de San Charbel,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31216,Lomas del Pedregal,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31216,Asturias Residencial,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31216,Vistas del Pedregal,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31216,Monticello,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31216,Lomas del Valle II,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31216,Puente de Cantera,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31216,Pedregal del Alba Residencial,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31216,Jardines del Pedregal Residencial,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31216,Vistas del Valle,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31216,Natura,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31216,Vistas de las Lomas,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31216,Rincón de las Lomas I,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31216,Cumbres del Pedregal,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31216,Lomas del Valle,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31216,Cerrada de Cumbres,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31216,Residencial la Cantera,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31216,Rincón de las Lomas II,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31216,Cumbres V,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31216,Cima de la Cantera,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31216,Fuentes del Valle,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31216,Cantera del Pedregal,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31217,Haciendas del Valle I,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31217,Haciendas del Valle II,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31217,Colinas del Valle,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31217,Cumbres I,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
