"","Número de CUI","Fecha del delito","Hora del delito","Estado","Municipio","Latitud","Longitud","Sexo de la Víctima","Edad de la víctima","tiempo_num","hora_delito","hora"
"173","24/2018","02/08/18","12:55:00 p. m.","ZACATECAS","ZACATECAS","22.763115","-102.58568","Hombre","77",12H 55M 0S,24H 55M 0S,24
"174","563/2018","02/08/18","09:00:00 a. m.","ZACATECAS","ZACATECAS","22.77448","-102.58538","Hombre","52",9H 0M 0S,9H 0M 0S,9
"175","1042/2018","02/08/18","08:00:00 a. m.","ZACATECAS","ZACATECAS","22.77448","-102.58538","Hombre","52",8H 0M 0S,8H 0M 0S,8
"176","2655/2018","03/08/18","05:20:00 p. m.","ZACATECAS","ZACATECAS","22.7481773","-102.5850365","Hombre","25",5H 20M 0S,17H 20M 0S,17
"177","2629/2018","03/08/18","04:10:00 p. m.","ZACATECAS","ZACATECAS","22.7780712","-102.5728926","Hombre","71",4H 10M 0S,16H 10M 0S,16
"178","516/2018","03/08/18","09:00:00 p. m.","ZACATECAS","GUADALUPE","22.7566259","-102.562687","Hombre","43",9H 0M 0S,21H 0M 0S,21
"179","2640/2018","04/08/18","08:00:00 a. m.","ZACATECAS","GUADALUPE","22.7533603","-102.49741","Hombre","38",8H 0M 0S,8H 0M 0S,8
"180","6193/2018","04/08/18","22:20:00","ZACATECAS","GUADALUPE","22.7612057","-102.507764","Hombre","53",22H 20M 0S,22H 20M 0S,22
"181","2665/2018","04/08/18","12:00:00 p. m.","ZACATECAS","ZACATECAS","22.7753753","-102.570463","Hombre","18",12H 0M 0S,24H 0M 0S,24
"182","2658/2018","05/08/18","11:30:00 p. m.","ZACATECAS","GUADALUPE","22.7553013","-102.47509","Mujer","35",11H 30M 0S,23H 30M 0S,23
"183","529/2018","05/08/18","02:00:00 a. m.","ZACATECAS","ZACATECAS","22.773736","-102.593408","Hombre","51",2H 0M 0S,2H 0M 0S,2
"184","2652/2018","06/08/18","12:00:00 p. m.","ZACATECAS","ZACATECAS","22.7663313","-102.5808363","Hombre","28",12H 0M 0S,24H 0M 0S,24
"185","1411/2018","06/08/18","05:00:00 p. m.","ZACATECAS","ZACATECAS","23.1135234","-102.700122","Hombre","31",5H 0M 0S,17H 0M 0S,17
"186","2610/2018","06/08/18","11:40:00 a. m.","ZACATECAS","GUADALUPE","22.8241804","-102.4095536","Mujer","57",11H 40M 0S,11H 40M 0S,11
"187","1078/2018","06/08/18","10:00:00 a. m.","ZACATECAS","ZACATECAS","22.76018","-102.58495","Mujer","43",10H 0M 0S,10H 0M 0S,10
"188","2604/2018","06/08/18","1:00:00","ZACATECAS","GUADALUPE","22.760976","-102.479496","Mujer","31",1H 0M 0S,1H 0M 0S,1
"189","2657/2018","07/08/18","09:40:00 a. m.","ZACATECAS","ZACATECAS","22.773111","-102.5449747","Hombre","53",9H 40M 0S,9H 40M 0S,9
"190","528/2018","07/08/18","06:10:00 a. m.","ZACATECAS","ZACATECAS","22.749207","-102.6127557","Hombre","27",6H 10M 0S,6H 10M 0S,6
"191","602/2018","07/08/18","08:00:00 p. m.","ZACATECAS","ZACATECAS","22.7540046","-102.5719757","Mujer","47",8H 0M 0S,20H 0M 0S,20
"192","595/2018","07/08/18","01:00:00 p. m.","ZACATECAS","ZACATECAS","22.7645247","-102.515","Hombre","39",1H 0M 0S,13H 0M 0S,13
"193","601/2018","08/08/18","01:03:00 a. m.","ZACATECAS","ZACATECAS","22.75396","-102.5719531","Mujer","31",1H 3M 0S,1H 3M 0S,1
"194","536/2018","08/08/18","01:00:00 a. m.","ZACATECAS","GUADALUPE","22.7530057","-102.4974614","Hombre","64",1H 0M 0S,1H 0M 0S,1
"195","599/2018","08/08/18","10:00:00 p. m.","ZACATECAS","ZACATECAS","22.7459078","-102.5919517","Hombre","35",10H 0M 0S,22H 0M 0S,22
"196","1134/2018","08/08/18","12:00:00 p. m.","ZACATECAS","GUADALUPE","22.7582024","-102.541814","Mujer","17",12H 0M 0S,24H 0M 0S,24
"197","596/2018","09/08/18","03:30:00 a. m.","ZACATECAS","GUADALUPE","22.7538506","-102.518562","Hombre","25",3H 30M 0S,3H 30M 0S,3
"198","1014/2018","09/08/18","06:00:00 a. m.","ZACATECAS","GUADALUPE","22.7238216","-102.5188509","Hombre","28",6H 0M 0S,6H 0M 0S,6
"199","600/2018","09/08/18","09:00:00 a. m.","ZACATECAS","GENARO CODINA","22.488145","-102.454146","Hombre","40",9H 0M 0S,9H 0M 0S,9
"200","1133/2018","09/08/18","07:00:00 p. m.","ZACATECAS","GUADALUPE","22.7542461","-102.5251588","Mujer","39",7H 0M 0S,19H 0M 0S,19
"201","1017/2018","09/08/18","09:00:00 a. m.","ZACATECAS","GUADALUPE","22.7548251","-102.46873","Hombre","15",9H 0M 0S,9H 0M 0S,9
"202","597/2018","09/08/18","12:39:00 p. m.","ZACATECAS","GUADALUPE","22.7559275","-102.5380555","Hombre","63",12H 39M 0S,24H 39M 0S,24
"203","489/2018","10/08/18","03:00:00 a. m.","ZACATECAS","ZACATECAS","22.771544","-102.58845","Hombre","72",3H 0M 0S,3H 0M 0S,3
"204","1113/2018","10/08/18","09:30:00 p. m.","ZACATECAS","ZACATECAS","22.7695439","-102.5755597","Hombre","25",9H 30M 0S,21H 30M 0S,21
"205","1063/2018","10/08/18","10:00:00 a. m.","ZACATECAS","ZACATECAS","22.7757522","-102.6270033","Mujer","46",10H 0M 0S,10H 0M 0S,10
"206","1071/2018","10/08/18","11:00:00 p. m.","ZACATECAS","GUADALUPE","22.7345363","-102.524447","Hombre","36",11H 0M 0S,23H 0M 0S,23
"207","1054/2018","10/08/18","04:00:00 a. m.","ZACATECAS","GUADALUPE","22.74795","-102.51068","Hombre","54",4H 0M 0S,4H 0M 0S,4
"208","1194/2018","10/08/18","04:19:00 p. m.","ZACATECAS","GUADALUPE","22.7535265","-102.535562","Hombre","44",4H 19M 0S,16H 19M 0S,16
"209","1294/2018","11/08/18","12:00:00 a. m.","ZACATECAS","ZACATECAS","22.76524","-102.5961781","Mujer","20",12H 0M 0S,12H 0M 0S,12
"210","1072/2018","12/08/18","06:00:00 a. m.","ZACATECAS","GUADALUPE","22.7610759","-102.479459","Mujer",NA,6H 0M 0S,6H 0M 0S,6
"211","1215/2018","12/08/18","10:25:00 a. m.","ZACATECAS","ZACATECAS","22.7699729","-102.5795509","Hombre","59",10H 25M 0S,10H 25M 0S,10
"212","1074/2018","12/08/18","09:05:00 a. m.","ZACATECAS","ZACATECAS","22.7562735","-102.5941358","Hombre","50",9H 5M 0S,9H 5M 0S,9
"213","1121/2018","13/08/18","09:30:00 a. m.","ZACATECAS","ZACATECAS","22.7676211","-102.577563","Mujer","32",9H 30M 0S,9H 30M 0S,9
"214","1216/2018","14/08/18","02:30:00 a. m.","ZACATECAS","GUADALUPE","22.7595387","-102.5043886","Hombre","36",2H 30M 0S,2H 30M 0S,2
"215","1158/2018","14/08/18","10:30:00 a. m.","ZACATECAS","GUADALUPE","22.7553743","-102.486254","Mujer","45",10H 30M 0S,10H 30M 0S,10
"216","1152/2018","14/08/18","12:30:00 p. m.","ZACATECAS","GUADALUPE","22.7565759","-102.511889","Mujer","25",12H 30M 0S,24H 30M 0S,24
"217","1613/2018","14/08/18","07:00:00 p. m.","ZACATECAS","ZACATECAS","22.748362","-102.609532","Hombre","50",7H 0M 0S,19H 0M 0S,19
"218","1585/2018","14/08/18","07:00:00 p. m.","ZACATECAS","GUADALUPE","22.7565759","-102.511889","Hombre","21",7H 0M 0S,19H 0M 0S,19
"219","1614/2018","14/08/18","03:45:00 p. m.","ZACATECAS","GUADALUPE","22.8139579","-102.406618","Hombre","25",3H 45M 0S,15H 45M 0S,15
"220","1186/2018","15/08/18","12:35:00 p. m.","ZACATECAS","GUADALUPE","22.7496748","-102.5209305","Hombre","20",12H 35M 0S,24H 35M 0S,24
"221","1169/2018","15/08/18","16:30:00","ZACATECAS","ZACATECAS","22.7666284","-102.567269","Mujer","19",16H 30M 0S,16H 30M 0S,16
"222","1176/2018","15/08/18","01:40:00 p. m.","ZACATECAS","GUADALUPE","22.7614972","-102.547327","Hombre","26",1H 40M 0S,13H 40M 0S,13
"223","1200/2018","16/08/18","09:26:00 p. m.","ZACATECAS","ZACATECAS","22.7772735","-102.571784","Hombre","43",9H 26M 0S,21H 26M 0S,21
"224","1612/2018","16/08/18","08:00:00 a. m.","ZACATECAS","ZACATECAS","22.7615124","-102.567664","Mujer","21",8H 0M 0S,8H 0M 0S,8
"225","1615/2018","16/08/18","11:00:00 a. m.","ZACATECAS","GUADALUPE","22.7691811","-102.5105","Mujer","30",11H 0M 0S,11H 0M 0S,11
"226","5157/2018","16/08/18","8:00:00","ZACATECAS","ZACATECAS","22.7689215","-102.55545","Mujer","37",8H 0M 0S,8H 0M 0S,8
"227","1332/2018","17/08/18","09:00:00 a. m.","ZACATECAS","ZACATECAS","22.7540589","-102.6005895","Mujer","59",9H 0M 0S,9H 0M 0S,9
"228","1280/2018","17/08/18","23:00:00","ZACATECAS","GUADALUPE","22.7332205","-102.480507","Hombre","26",23H 0M 0S,23H 0M 0S,23
"229","1302/2018","17/08/18","12:00:00 p. m.","ZACATECAS","GUADALUPE","22.4311692","-102.248273","Hombre","58",12H 0M 0S,24H 0M 0S,24
"230","5183/2018","17/08/18","03:00:00 a. m.","ZACATECAS","GUADALUPE","22.7554319","-102.499094","Mujer","44",3H 0M 0S,3H 0M 0S,3
"231","1374/2018","18/08/18","03:55:00 a. m.","ZACATECAS","ZACATECAS","22.7659761","-102.5743802","Hombre","43",3H 55M 0S,3H 55M 0S,3
"232","1312/2018","18/08/18","09:40:00 p. m.","ZACATECAS","GUADALUPE","22.7784969","-102.478292","Hombre","44",9H 40M 0S,21H 40M 0S,21
"233","1441/2018","18/08/18","11:10:00 p. m.","ZACATECAS","ZACATECAS","22.7740185","-102.572766","Hombre","19",11H 10M 0S,23H 10M 0S,23
"234","1317/2018","18/08/18","13:54:00","ZACATECAS","GUADALUPE",NA,NA,"Mujer","32",13H 54M 0S,13H 54M 0S,13
"235","1303/2018","19/08/18","09:30:00 p. m.","ZACATECAS","ZACATECAS","22.769424","-102.582067","Hombre","56",9H 30M 0S,21H 30M 0S,21
"236","1300/2018","19/08/18","15:00:00","ZACATECAS","ZACATECAS","22.7607097","-102.480212","Hombre","35",15H 0M 0S,15H 0M 0S,15
"237","1290/2019","19/08/18","10:00:00","ZACATECAS","ZACATECAS","22.776328","-102.572","Mujer","56",10H 0M 0S,10H 0M 0S,10
"238","1616/2018","19/08/18","02:00:00 a. m.","ZACATECAS","GUADALUPE","22.7151813","-102.491089","Mujer","28",2H 0M 0S,2H 0M 0S,2
"239","1309/2018","19/08/18","23:00:00","ZACATECAS","GUADALUPE","22.75356","-102.489968","Hombre","31",23H 0M 0S,23H 0M 0S,23
"240","1367/2018","19/08/18","19:00:00","ZACATECAS","ZACATECAS","22.761141","-102.544647","Hombre","69",19H 0M 0S,19H 0M 0S,19
"241","1269/2018","19/08/18","08:00:00 a. m.","ZACATECAS","ZACATECAS","22.7576316","-102.56773","Mujer","38",8H 0M 0S,8H 0M 0S,8
"242","1467/2018","20/08/18","10:00:00 a. m.","ZACATECAS","GUADALUPE","22.7393311","-102.5207599","Hombre","54",10H 0M 0S,10H 0M 0S,10
"243","1348/2018","20/08/18","12:48:00 p. m.","ZACATECAS","GUADALUPE","22.7558343","-102.5042565","Mujer","50",12H 48M 0S,24H 48M 0S,24
"244","1369/2018","20/08/18","08:00:00 p. m.","ZACATECAS","ZACATECAS","22.7647377","-102.5804552","Mujer","42",8H 0M 0S,20H 0M 0S,20
"245","1277/2018","20/08/18","08:00:00 p. m.","ZACATECAS","ZACATECAS","22.7592484","-102.5668948","Hombre","51",8H 0M 0S,20H 0M 0S,20
"246","1283/2018","20/08/18","10:20:00 a. m.","ZACATECAS","ZACATECAS","22.770269","-102.5435129","Mujer","19",10H 20M 0S,10H 20M 0S,10
"247","1275/2018","20/08/18","08:00:00 p. m.","ZACATECAS","GUADALUPE","22.7565759","-102.511889","Hombre","34",8H 0M 0S,20H 0M 0S,20
"248","1306/2018","20/08/18","02:00:00 p. m.","ZACATECAS","GUADALUPE","22.8231932","-102.409649","Mujer","45",2H 0M 0S,14H 0M 0S,14
"249","111/2018","20/08/18","07:30:00 a. m.","ZACATECAS","GUADALUPE","22.7581699","-102.5401","Hombre","51",7H 30M 0S,7H 30M 0S,7
"250","1366/2018","22/08/18","01:00:00 p. m.","ZACATECAS","ZACATECAS","22.6629943","-102.1109018","Hombre","18",1H 0M 0S,13H 0M 0S,13
"251","1349/2018","22/08/18","12:33:00 p. m.","ZACATECAS","GUADALUPE","22.7691332","-102.5482427","Mujer","46",12H 33M 0S,24H 33M 0S,24
"252","7192/2018","22/08/18","09:00:00 a. m.","ZACATECAS","ZACATECAS","22.7685459","-102.5557599","Mujer","48",9H 0M 0S,9H 0M 0S,9
"253","1414/2018","22/08/18","09:13:00 a. m.","ZACATECAS","GUADALUPE","22.7671048","-102.57904","Hombre","58",9H 13M 0S,9H 13M 0S,9
"254","1345/2018","22/08/18","02:40:00 p. m.","ZACATECAS","GUADALUPE","22.7601799","-102.538507","Hombre","41",2H 40M 0S,14H 40M 0S,14
"255","1361/2018","22/08/18","02:00:00 p. m.","ZACATECAS","ZACATECAS","22.7654953","-102.5717","Mujer","49",2H 0M 0S,14H 0M 0S,14
"256","1331/2018","22/08/18","21:40:00","ZACATECAS","GUADALUPE","22.74663","-102.518415","Hombre","18",21H 40M 0S,21H 40M 0S,21
"257","1703/2018","22/08/18","08:00:00 p. m.","ZACATECAS","GUADALUPE","22.7604047","-102.54711","Hombre","42",8H 0M 0S,20H 0M 0S,20
"258","527/2018","23/08/18","06:30:00 p. m.","ZACATECAS","GUADALUPE","22.7565157","-102.5301799","Hombre","22",6H 30M 0S,18H 30M 0S,18
"259","1403/2018","23/08/18","06:40:00 p. m.","ZACATECAS","GUADALUPE","22.756256","-102.539735","Hombre","18",6H 40M 0S,18H 40M 0S,18
"260","1385/2018","23/08/18","02:00:00 p. m.","ZACATECAS","GUADALUPE","22.7588769","-102.478747","Hombre","39",2H 0M 0S,14H 0M 0S,14
"261","2125/2019","23/08/18","07:00:00 a. m.","ZACATECAS","GUADALUPE","22.7507915","-102.500692","Hombre","47",7H 0M 0S,7H 0M 0S,7
"262","1454/2018","24/08/18","03:40:00 a. m.","ZACATECAS","GUADALUPE","22.7199999","-102.4713888","Mujer","71",3H 40M 0S,3H 40M 0S,3
"263","1416/2018","24/08/18","02:21:00 p. m.","ZACATECAS","GUADALUPE","22.7619055","-102.5473778","Hombre",NA,2H 21M 0S,14H 21M 0S,14
"264","1319/2018","24/08/18","04:00:00 p. m.","ZACATECAS","ZACATECAS","22.7686282","-102.572387","Hombre","19",4H 0M 0S,16H 0M 0S,16
"265","1396/2018","24/08/18","07:35:00 p. m.","ZACATECAS","GUADALUPE","22.7581427","-102.504092","Hombre","55",7H 35M 0S,19H 35M 0S,19
"266","1395/2018","25/08/18","01:00:00 a. m.","ZACATECAS","GUADALUPE","22.99999","-102.2905555","Mujer","26",1H 0M 0S,1H 0M 0S,1
"267","1473/2018","25/08/18","09:40:00 a. m.","ZACATECAS","ZACATECAS","22.7687924","-102.567096","Mujer","47",9H 40M 0S,9H 40M 0S,9
"268","1472/2018","25/08/18","09:35:00 p. m.","ZACATECAS","ZACATECAS","25.4464841","-100.970376","Mujer","62",9H 35M 0S,21H 35M 0S,21
"269","1482/2018","25/08/18","09:00:00 a. m.","ZACATECAS","GUADALUPE","22.7565514","-102.511901","Hombre","59",9H 0M 0S,9H 0M 0S,9
"270","1463/2018","25/08/18","10:30:00 p. m.","ZACATECAS","GUADALUPE","22.7737125","-102.508621","Hombre","44",10H 30M 0S,22H 30M 0S,22
"271","1461/2018","25/08/18","02:14:00 p. m.","ZACATECAS","ZACATECAS","22.773297","-102.573834","Hombre","37",2H 14M 0S,14H 14M 0S,14
"272","1555/2018","26/08/18","05:27:00 a. m.","ZACATECAS","GUADALUPE","22.7606235","-102.539661","Mujer","62",5H 27M 0S,5H 27M 0S,5
"273","1802/2018","26/08/18","12:30:00 p. m.","ZACATECAS","ZACATECAS","22.7686282","-102.572387","Mujer","24",12H 30M 0S,24H 30M 0S,24
"274","1511/2018","27/08/18","01:20:00 a. m.","ZACATECAS","GUADALUPE","22.7495509","-102.5163017","Hombre","53",1H 20M 0S,1H 20M 0S,1
"275","5165/2018","27/08/18","09:10:00 p. m.","ZACATECAS","ZACATECAS","22.7586177","-102.589655","Hombre","32",9H 10M 0S,21H 10M 0S,21
"276","1690/2018","28/08/18","16:47:00","ZACATECAS","GUADALUPE","22.75808","-102.504548","Hombre","46",16H 47M 0S,16H 47M 0S,16
"277","5163/2018","28/08/18","11:30:00","ZACATECAS","PANUCO","23.0606773","-102.491681","Mujer","35",11H 30M 0S,11H 30M 0S,11
"278","1545/2018","29/08/18","12:00:00 p. m.","ZACATECAS","ZACATECAS","22.7753256","-102.5735595","Mujer","22",12H 0M 0S,24H 0M 0S,24
"279","1530/2018","29/08/18","12:30:00 p. m.","ZACATECAS","GUADALUPE","22.7549609","-102.5053949","Mujer",NA,12H 30M 0S,24H 30M 0S,24
"280","1519/2018","29/08/18","06:00:00 p. m.","ZACATECAS","ZACATECAS","22.7674018","-102.5870103","Hombre","38",6H 0M 0S,18H 0M 0S,18
"281","1674/2018","29/08/18","05:00:00 p. m.","ZACATECAS","GUADALUPE","22.7427459","-102.516366","Hombre","68",5H 0M 0S,17H 0M 0S,17
"282","1564/2018","30/08/18","10:00:00 a. m.","ZACATECAS","ZACATECAS","22.7693772","-102.5462084","Mujer","35",10H 0M 0S,10H 0M 0S,10
"283","1571/2018","30/08/18","04:00:00 p. m.","ZACATECAS","ZACATECAS","22.7702314","-102.5738016","Mujer","35",4H 0M 0S,16H 0M 0S,16
"284","1704/2018","30/08/18","11:40:00","ZACATECAS","GUADALUPE","22.7584796","-102.538609","Hombre","43",11H 40M 0S,11H 40M 0S,11
"285","5164/2018","31/08/18","02:00:00 p. m.","ZACATECAS","GUADALUPE","22.7706571","-102.5026101","Hombre","36",2H 0M 0S,14H 0M 0S,14
"286","1792/2018","31/08/18","07:00:00 p. m.","ZACATECAS","GUADALUPE","22.757074","-102.535587","Mujer","42",7H 0M 0S,19H 0M 0S,19
"287","1618/2018","31/08/18","08:20:00 p. m.","ZACATECAS","ZACATECAS","22.7616991","-102.57369","Mujer","40",8H 20M 0S,20H 20M 0S,20
"288","5762/2018","31/08/18","12:30:00 p. m.","ZACATECAS","GUADALUPE","22.7571258","-102.542387","Hombre","29",12H 30M 0S,24H 30M 0S,24
"289","5765/2018","31/08/18","02:10:00 p. m.","ZACATECAS","GUADALUPE","22.7108352","-102.519636","Hombre","37",2H 10M 0S,14H 10M 0S,14
"290","2562/2018","01/09/18","04:00:00 p. m.","ZACATECAS","ZACATECAS","22.76414","-102.5865558","Mujer","32",4H 0M 0S,16H 0M 0S,16
"291","1580/2018","01/09/18","3:00:00","ZACATECAS","ZACATECAS","22.7709249","-102.583254","Hombre","72",3H 0M 0S,3H 0M 0S,3
"292","1633/2018","01/09/18","09:49:00 p. m.","ZACATECAS","GUADALUPE","22.7717499","-102.513049","Mujer","20",9H 49M 0S,21H 49M 0S,21
"293","1677/2018","01/09/18","08:00:00 p. m.","ZACATECAS","ZACATECAS","22.7556706","-102.586654","Hombre","31",8H 0M 0S,20H 0M 0S,20
"294","1793/2018","02/09/18","10:00:00 p. m.","ZACATECAS","GUADALUPE","22.7569008","-102.5121167","Mujer","25",10H 0M 0S,22H 0M 0S,22
"295","1721/2018","03/09/18","12:00:00 p. m.","ZACATECAS","VETAGRANDE","22.8337991","-102.5552954","Hombre","43",12H 0M 0S,24H 0M 0S,24
"296","1627/2018","03/09/18","05:30:00 p. m.","ZACATECAS","ZACATECAS","22.7495527","-102.6022471","Hombre","26",5H 30M 0S,17H 30M 0S,17
"297","5010/2018","03/09/18","10:00:00 a. m.","ZACATECAS","ZACATECAS","22.7837069","-102.567648","Mujer","68",10H 0M 0S,10H 0M 0S,10
"298","1605/2018","03/09/18","11:00:00 p. m.","ZACATECAS","GUADALUPE","24.297148","-103.3675","Mujer","42",11H 0M 0S,23H 0M 0S,23
"299","1683/2018","03/09/18","05:20:00 p. m.","ZACATECAS","GUADALUPE","22.7567029","-102.506526","Hombre","33",5H 20M 0S,17H 20M 0S,17
"300","1662/2018","04/09/18","03:00:00 p. m.","ZACATECAS","GUADALUPE","22.7625854","-102.5165383","Hombre","21",3H 0M 0S,15H 0M 0S,15
"301","1635/2018","04/09/18","11:00:00 a. m.","ZACATECAS","ZACATECAS","22.76524","-102.596178","Hombre","60",11H 0M 0S,11H 0M 0S,11
"302","5078/2018","04/09/18","0:00:00","ZACATECAS","ZACATECAS","22.7753753","-102.570463","Hombre","17",0S,0S,0
"303","5027/2018","04/09/18","10:00:00","ZACATECAS","GUADALUPE","22.7467549","-102.524614","Hombre","31",10H 0M 0S,10H 0M 0S,10
"304","1660/2018","05/09/18","10:35:00 a. m.","ZACATECAS","ZACATECAS","22.7612445","-102.5452049","Hombre","59",10H 35M 0S,10H 35M 0S,10
"305","1722/2018","06/09/18","06:30:00 p. m.","ZACATECAS","ZACATECAS","22.7633312","-102.5835028","Mujer","34",6H 30M 0S,18H 30M 0S,18
"306","1724/2018","06/09/18","02:00:00 p. m.","ZACATECAS","GUADALUPE","22.7595115","-102.478579","Hombre","37",2H 0M 0S,14H 0M 0S,14
"307","5085/2018","06/09/18","17:00:00","ZACATECAS","ZACATECAS","22.7451256","-102.589511","Hombre","48",17H 0M 0S,17H 0M 0S,17
"308","1779/2018","06/09/18","07:20:00 p. m.","ZACATECAS","GUADALUPE","22.7480068","-102.517794","Hombre","36",7H 20M 0S,19H 20M 0S,19
"309","1718/2018","06/09/18","04:00:00 p. m.","ZACATECAS","ZACATECAS","22.748993","-102.616976","Hombre","26",4H 0M 0S,16H 0M 0S,16
"310","1777/2018","06/09/18","02:30:00 p. m.","ZACATECAS","GUADALUPE","22.7719716","-102.5379707","Hombre","23",2H 30M 0S,14H 30M 0S,14
"311","1708/2019","06/09/18","21:30:00","ZACATECAS","GUADALUPE",NA,NA,"Mujer","20",21H 30M 0S,21H 30M 0S,21
"312","1216/2018-2","07/09/18","12:50:00","ZACATECAS","ZACATECAS","22.7659246","-102.5699","Hombre","21",12H 50M 0S,12H 50M 0S,12
"313","1758/2018","07/09/18","04:00:00 p. m.","ZACATECAS","GUADALUPE","22.7544756","-102.53437","Mujer","31",4H 0M 0S,16H 0M 0S,16
"314","1769/2018","07/09/18","04:00:00 a. m.","ZACATECAS","ZACATECAS","22.7905555","-102.631667","Hombre","62",4H 0M 0S,4H 0M 0S,4
"315","1707/2018","07/09/18","1:00:00","ZACATECAS","ZACATECAS","22.7749267","-102.572567","Hombre","28",1H 0M 0S,1H 0M 0S,1
"316","5086/2018","08/09/18","05:20:00 a. m.","ZACATECAS","ZACATECAS","22.7746836","-102.582614","Hombre","51",5H 20M 0S,5H 20M 0S,5
"317","1766/2018","08/09/18","10:00:00 a. m.","ZACATECAS","ZACATECAS","22.7684227","-102.5659","Hombre","20",10H 0M 0S,10H 0M 0S,10
"318","1780/2018","08/09/18","02:00:00 a. m.","ZACATECAS","GUADALUPE","22.73044","-102.524244","Hombre","48",2H 0M 0S,2H 0M 0S,2
"319","1790/2018","08/09/18","11:00:00 p. m.","ZACATECAS","GUADALUPE","22.7335954","-102.5173","Mujer","57",11H 0M 0S,23H 0M 0S,23
"320","5497/2018","08/09/18","05:00:00 p. m.","ZACATECAS","GUADALUPE","22.7387209","-102.522719","Hombre","23",5H 0M 0S,17H 0M 0S,17
"321","1791/2018","08/09/18","10:50:00 a. m.","ZACATECAS","ZACATECAS","22.773736","-102.593408","Hombre","47",10H 50M 0S,10H 50M 0S,10
"322","1754/2018","08/09/18","12:40:00 p. m.","ZACATECAS","ZACATECAS","22.7582024","-102.5418139","Hombre","24",12H 40M 0S,24H 40M 0S,24
"323","5156/2018","09/09/18","20:00:00","ZACATECAS","ZACATECAS","22.7664441","-102.551489","Hombre","34",20H 0M 0S,20H 0M 0S,20
"324","1729/2018","09/09/18","02:00:00 a. m.","ZACATECAS","ZACATECAS","22.770441","-102.5968245","Hombre","29",2H 0M 0S,2H 0M 0S,2
"325","5077/2018","09/09/18","03:00:00 p. m.","ZACATECAS","ZACATECAS","22.7712433","-102.499375","Hombre","27",3H 0M 0S,15H 0M 0S,15
"326","1741/2018","09/09/18","7:00:00","ZACATECAS","ZACATECAS","22.7756869","-102.5763","Hombre","33",7H 0M 0S,7H 0M 0S,7
"327","1735/2018","09/09/18","10:40:00","ZACATECAS","ZACATECAS","22.7867724","-102.566401","Hombre","36",10H 40M 0S,10H 40M 0S,10
"328","1743/2018","10/09/18","7:30:00","ZACATECAS","ZACATECAS","22.77448","-102.58538","Hombre","52",7H 30M 0S,7H 30M 0S,7
"329","1771/2018","10/09/18","02:00:00 p. m.","ZACATECAS","GUADALUPE","22.7401385","-102.51873","Hombre","44",2H 0M 0S,14H 0M 0S,14
"330","1797/2018","10/09/18","07:00:00 a. m.","ZACATECAS","GUADALUPE","22.757049","-102.493358","Hombre","33",7H 0M 0S,7H 0M 0S,7
"331","6713/2018","11/09/18","07:00:00 p. m.","ZACATECAS","GUADALUPE","22.7194262","-102.4764264","Hombre","26",7H 0M 0S,19H 0M 0S,19
"332","6712/2018","11/09/18","07:00:00 p. m.","ZACATECAS","GUADALUPE","22.7586138","-102.4772003","Mujer","32",7H 0M 0S,19H 0M 0S,19
"333","6710/2018","11/09/18","10:00:00 a. m.","ZACATECAS","GUADALUPE","22.74867","-102.5135","Hombre","36",10H 0M 0S,10H 0M 0S,10
"334","5018/2018","11/09/18","08:43:00 p. m.","ZACATECAS","ZACATECAS","22.7777519","-102.6043304","Hombre","28",8H 43M 0S,20H 43M 0S,20
"335","7078/2018","11/09/18","07:50:00 a. m.","ZACATECAS","ZACATECAS","22.749575","-102.583594","Hombre","26",7H 50M 0S,7H 50M 0S,7
"336","5034/2018","12/09/18","04:30:00 p. m.","ZACATECAS","GUADALUPE","22.7631472","-102.5201145","Hombre","38",4H 30M 0S,16H 30M 0S,16
"337","5538/2018","12/09/18","01:00:00 p. m.","ZACATECAS","GUADALUPE","22.75808","-102.5045482","Mujer","46",1H 0M 0S,13H 0M 0S,13
"338","5055/2018","12/09/18","04:00:00 p. m.","ZACATECAS","GUADALUPE","22.887043","-102.3052","Mujer","55",4H 0M 0S,16H 0M 0S,16
"339","5145/2018","12/09/18","08:00:00 p. m.","ZACATECAS","ZACATECAS","22.7756674","-102.570327","Hombre","49",8H 0M 0S,20H 0M 0S,20
"340","5064/2018","13/09/18","08:00:00 p. m.","ZACATECAS","ZACATECAS","22.7778208","-102.5767974","Mujer","34",8H 0M 0S,20H 0M 0S,20
"341","5075/2018","13/09/18","03:30:00 p. m.","ZACATECAS","ZACATECAS","22.7716219","-102.552571","Mujer","39",3H 30M 0S,15H 30M 0S,15
